zip,lat,lon
01259,42.080764,-73.22927598742444
01260,42.269887999999995,-73.27125256468531
01262,42.305201999999994,-73.31831294088941
01264,42.236495500000004,-73.20368364641465
01266,42.2885055,-73.41720647001412
01267,42.653013,-73.23477409763774
01270,42.513005,-73.05352607888477
01301,42.6342695,-72.59149594551681
01330,42.5255235,-72.80835984777568
01331,42.563842,-72.19615914775898
01337,42.690630999999996,-72.56400500082032
01338,42.581004,-72.806973221025
01339,42.6309765,-72.88439281330959
01340,42.680349,-72.71581496784667
01341,42.512371,-72.70029631543869
01342,42.540144999999995,-72.61014284250474
01343,42.6688585,-73.01057992182581
01344,42.606545499999996,-72.38945801144288
01346,42.673494,-72.81019822217277
01347,42.559801,-72.5139802600855
01349,42.564319499999996,-72.46403487449236
01350,42.721192,-72.98520090206571
01351,42.547613,-72.51254699328544
01354,42.635693,-72.51817190438872
01355,42.425940499999996,-72.34840625642398
01360,42.666135499999996,-72.42988472650475
01364,42.598767499999994,-72.31168416136722
01366,42.4820625,-72.17874521822027
01367,42.686518500000005,-72.91562555454755
01368,42.6706065,-72.18585320439428
01370,42.596267499999996,-72.71707406856827
01373,42.4693735,-72.62007961108979
01375,42.465947,-72.55811737702265
01376,42.5906905,-72.5497848159642
01378,42.668022,-72.33657643764505
01379,42.5545785,-72.39122543564784
01380,42.584106,-72.40411505120483
01420,42.5759945,-71.81698589421022
